Country,Activity,Location,Sex,Fatal Y/N,Species,Type
USA,Surfing related,"New Smyrna Beach, Volusia County",M,No,,Unprovoked
NEW ZEALAND,Swimming related,Wanganui,M,No,,Unprovoked
USA,Surfing related,"Point Sur, Monterey County",M,No,"White shark, 6 m [20'] ",Unprovoked
MOZAMBIQUE,Swimming related,Inhaca Island,F,Unknown,Questionable incident,Invalid
USA,Surfing related,"Crescent Beach, St. Johns County",M,No,,Unprovoked
USA,Fishing related,"Waimanu, Honoka'a, Hawai'i",M,No,2.4 m [8'] shark,Unprovoked
AUSTRALIA,Diving related,Tasman Island,M,No,"White shark, 10'",Unprovoked
USA,Diving related,"Laguna Beach, Orange County",Unknown,Unknown,Questionable incident,Invalid
AUSTRALIA,unknown,Pancake Creek,M,Yes,,Unprovoked
AUSTRALIA,unknown,Pancake Creek,M,Yes,,Unprovoked
USA,Surfing related,"Cocoa Beach, Brevard County",M,No,4.5' shark,Unprovoked
USA,Diving related,"Bird Rock, near Tomales Point, Marin County",M,No,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",Unprovoked
FRENCH POLYNESIA,Fishing related,Ahé Atoll,M,No,1.5 m grey reef shark,Unprovoked
WESTERN SAMOA,Swimming related,Nu’ulua,M,Yes,Thought to involve a tiger shark,Unprovoked
AUSTRALIA,unknown,Wellington Point,F,No,,Unprovoked
MOZAMBIQUE,Swimming related,Xai Xai,M,Yes,,Unprovoked
PACIFIC OCEAN ,Fishing related,,M,No,,Provoked
USA,Fishing related,"Waihe'e, Wailuku, Maui",M,No,,Unprovoked
AUSTRALIA,Surfing related,"Wilson's Promontory, Waratah Bay",M,No,7' shark,Unprovoked
AUSTRALIA,unknown,Elliot's Cove,Unknown,No,,Unprovoked
SOUTH AFRICA,Swimming related,St. George’s Strand,M,Yes,,Unprovoked
SOUTH AFRICA,Other,Kosi Bay,F,No,Zambesi shark,Unprovoked
MOZAMBIQUE,Swimming related,Xai Xai,M,No,"White shark, 2.5 m [8.25'] ",Unprovoked
MOZAMBIQUE,Fishing related,Ponto do Ouro,M,No,,Unprovoked
FRANCE,Swimming related,,Unknown,No,White shark,Unprovoked
MARSHALL ISLANDS,Diving related,,M,No,1.8 m [6'] grey reef shark,Unprovoked
AUSTRALIA,unknown,Smokey Cape,Unknown,No,,Unprovoked
SOUTH AFRICA,Swimming related,"Fish Hoek, False Bay",F,No,"White shark, 3 m [10']rk",Unprovoked
AUSTRALIA,unknown,Gladstone,M,Yes,,Unprovoked
HONG KONG,Swimming related,,M,No,,Unprovoked
AUSTRALIA,unknown,"Marineland, Sydney",Unknown,No,,Provoked
USA,Surfing related,"Ft. Pierce, St Lucie County",M,No,5' to 6' shark,Unprovoked
SOUTH AFRICA,Swimming related,"North Beach, Durban",M,No,1.5 m to 2 m shark,Unprovoked
USA,Diving related,"Sea Ranch, Sonoma County",M,No,"White shark, 5 m to 6 m [16.5' to 20']  ",Unprovoked
USA,Surfing related,"Emerald Isle, Carteret County",Unknown,No,,Unprovoked
CROATIA,Swimming related,Ika,M,Yes,White shark,Unprovoked
AUSTRALIA,Fishing related,Adelaide,M,Yes,,Unprovoked
AUSTRALIA,Diving related,"Manly Marineland, Sydney",M,No,"Grey nurse shark, 11'",Provoked
USA,Swimming related,"Daytona Beach, Volusia County",M,No,,Unprovoked
USA,Diving related,"Point Purisima, Santa Barbara County",M,No,"White shark, 5.5 m to 6 m [18' to 20'] ",Unprovoked
SOUTH AFRICA,Surfing related,Mossel Bay,M,No,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Unprovoked
BRITISH ISLES,Diving related,Beesands,M,No,3.6 m  porbeagle shark,Unprovoked
KENYA,Swimming related,Watamu,M,No,"2 m [6'9""] shark",Unprovoked
SOUTH AFRICA,Swimming related,Buffels Bay,M,Yes,White shark according to tooth pattern and witnesses,Unprovoked
MEXICO,Surfing related,"Copacabana Beach, Acapulco",M,Yes,,Unprovoked
VENEZUELA,unknown,,M,Yes,,Unprovoked
VENEZUELA,unknown,,M,Yes,,Unprovoked
MOZAMBIQUE,Other,,Unknown,Yes,,Sea Disaster
NEW ZEALAND,Surfing related,Dunedin,M,No,"White shark, 4.6 m [15'] ",Unprovoked
AUSTRALIA,Swimming related,,M,No,,Unprovoked
USA,Diving related,"Franklin Point, San Mateo County",M,No,White shark,Unprovoked
AUSTRALIA,Surfing related,Southport,M,No,White shark,Unprovoked
CROATIA,Swimming related,Ika,M,Unknown,White shark,Unprovoked
IRAN,unknown,"Ahvaz, on the Karun River",M,No,,Unprovoked
IRAN,unknown,"Ahvaz, on the Karun River",M,No,,Unprovoked
MOZAMBIQUE,Fishing related,"Inhasoka, Inhambe Bay",M,Yes,,Unprovoked
MOZAMBIQUE,Fishing related,"Inhambe Bay Estuary, 10 to 12 miles inland from the sea",M,Yes,,Unprovoked
MICRONESIA,Fishing related,Pisarach (Pisaras),M,No,1.8 m shark,Unprovoked
USA,Other,Kauai,M,No,,Sea Disaster
,unknown,,M,No,,Unprovoked
USA,Surfing related,"Brennecke Beach, Po'ipu, Kaua'i",M,No,,Unprovoked
USA,Surfing related,"Matanzas Inlet, St Johns County",M,No,,Unprovoked
MICRONESIA,Diving related,Truk Lagoon,M,No,1.8 to 2 m C. albimarginatus,Unprovoked
PALAU,Fishing related,Outside barrier reef,M,No,1 m shark,Provoked
USA,Other,"Cocoa Beach, Brevard County",M,No,,Unprovoked
AUSTRALIA,unknown,"Marineland, Sydney",M,No,,Provoked
USA,Swimming related,,M,No,"""Dog shark""",Unprovoked
USA,Diving related,Pinellas County,M,No,,Unprovoked
,Other,Between St. Kitts & Nevis,Unknown,Unknown,Shark involvement prior to death was not confirmed,Invalid
,unknown,,M,No,Mako shark,Unprovoked
USA,Fishing related,"Dania, Broward County",M,No,7.5' shark,Provoked
SOUTH AFRICA,Diving related,"Shark tank, Oceanographic Research Institute, Durban",M,No,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Provoked
GRENADA,Swimming related,Grenville,M,Yes,,Unprovoked
GRENADA,Swimming related,Grenville,M,Yes,,Unprovoked
PHILIPPINES,Other,,Unknown,Yes,,Sea Disaster
GRENADA,Swimming related,Grenville,M,Yes,,Unprovoked
,Diving related,,M,No,Wobbegong shark ,Provoked
SOLOMON ISLANDS,Swimming related,,M,Unknown,Wobbegong shark,Unprovoked
USA,Surfing related,"Waimea Bay, O'ahu",M,Unknown,Shark involvement prior to death was not confirmed,Invalid
USA,Swimming related,Manatee County,M,No,,Unprovoked
,Swimming related,,F,No,Carpet shark,Unprovoked
MOZAMBIQUE,Swimming related,3.2 km inland,M,No,,Unprovoked
MOZAMBIQUE,Swimming related,"Gijana, 150 km inland",M,No,Zambesi shark,Unprovoked
MOZAMBIQUE,Swimming related,"Gijana, 150 km inland",M,No,Zambesi shark,Unprovoked
MOZAMBIQUE,Swimming related,"Gijana, 150 km inland",M,No,Zambesi shark,Unprovoked
EGYPT,Other,A few miles south of Port Suez,M,Yes,,Sea Disaster
MEXICO,Swimming related,Acapulco,M,No,,Unprovoked
ENGLAND,Other,Teignmouth,M,No,8' blue shark,Unprovoked
PAPUA NEW GUINEA,Diving related,,M,No,,Unprovoked
SRI LANKA,Fishing related,Colombo Harbor,M,No,,Unprovoked
SPAIN,Fishing related,"Icod de los Vinos, Tenerife",M,No,Blue shark,Unprovoked
ITALY,Fishing related,Golfo di Oristano,M,No,White shark,Watercraft
CROATIA,Fishing related,Novigrad,M,Unknown,White shark,Unprovoked
IRAQ,Other,Shatt-al-Arab River,F,No,,Unprovoked
IRAQ,Other,Shatt-al-Arab River near Abu al Khasib,F,No,,Unprovoked
IRAQ,Swimming related,Shatt-al-Arab River,M,Yes,,Unprovoked
IRAQ,Fishing related,Shatt-al-Arab River,M,No,,Unprovoked
AUSTRALIA,Swimming related,"Swan River, 13 miles upstream",M,No,,Unprovoked
USA,Diving related,"Barber’s Point, O'ahu",M,No,>2.4 m [8'] shark,Unprovoked
AUSTRALIA,unknown,"Marineland, Sydney",M,No,,Provoked
USA,Diving related,Hawaii,M,No,Oceanic whitetip shark,Unprovoked
USA,Diving related,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",M,No,"White shark, 4.3 m 4.9 m [14' to 16'] ",Unprovoked
USA,Other,"North Beach, St. Lucie County",M,No,,Unprovoked
USA,Fishing related,40 miles south of Nantucket,M,No,,Provoked
USA,Surfing related,"New Smyrna Beach, Volusia County",M,No,,Unprovoked
USA,Surfing related,"St. Petersburg, Pinnellas County",M,No,4' shark,Unprovoked
,unknown,,M,No,,Unprovoked
ENGLAND,unknown,,M,No,,Provoked
USA,unknown,Florida Keys,M,No,Nurse shark,Provoked
USA,Surfing related,"Pigeon Point, San Mateo County",M,No,"White shark, 5 m [16.5'] ",Unprovoked
USA,Swimming related,Florida Keys,M,Unknown,,Unprovoked
JAMAICA,Diving related,Off Rocky Point,M,No,,Unprovoked
USA,Swimming related,Sarasota County,M,No,,Unprovoked
USA,Surfing related,Packery Channel,M,No,2' to 3' shark,Provoked
USA,Diving related,Sarasota County,M,No,Nurse shark,Provoked
DOMINICAN REPUBLIC,Surfing related,,M,Unknown,,Unprovoked
AUSTRALIA,unknown,Broomfield Reef,Unknown,No,,Unprovoked
AUSTRALIA,Other,"Kingscliffe Beach, south of Tweed Heads",M,Unknown,"Considered a ""Doubtful"" incident",Invalid
USA,Fishing related,"Marathon, Monroe County",M,No,"Lemon shark, 9' ",Provoked
AUSTRALIA,unknown,Newcastle,M,No,Mako shark,Provoked
USA,Surfing related,"Makaha, O'ahu",M,No,"White shark, identified by tooth fragments in surfboard",Unprovoked
AUSTRALIA,Fishing related,Taroona,M,No,7-gill shark,Provoked
AUSTRALIA,Diving related,Cooktown,M,Unknown,Questionable incident,Invalid
AUSTRALIA,Diving related,Beecroft Head,M,No,,Unprovoked
AUSTRALIA,unknown,Port MacDonnel,M,No,Carpet shark,Unprovoked
BAHAMAS,Other,,Unknown,No,10' shark,Provoked
SOUTH AFRICA,Diving related,Port St. John's,M,Unknown,Questionable incident,Invalid
AUSTRALIA,Other,"Marineland Aquarium, Manley, Sydney",M,No,"Grey nurse shark, 10' ",Provoked
NEW ZEALAND,Surfing related,"St. Clair Beach, Dunedin",M,No,White shark,Unprovoked
AUSTRALIA,unknown,Thistle Island,M,No,White shark,Unprovoked
SOUTH AFRICA,Fishing related,"Bluff, Durban",M,No,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']",Unprovoked
SOUTH AFRICA,unknown,,M,Unknown,Questionable incident,Invalid
SOUTH AFRICA,Fishing related,Ramsgate,M,No,"90-kg ""blackfin"" shark",Watercraft
PAPUA NEW GUINEA,Other,,Unknown,Unknown,Shark involvement prior to death was not confirmed,Sea Disaster
AUSTRALIA,unknown,,M,No,,Provoked
BAHAMAS,unknown,,M,No,,Provoked
USA,Fishing related,"Egmont Key, Hillsborough County",M,No,3 m [10'] bull shark,Unprovoked
PHILIPPINES,Other,,Unknown,No,,Sea Disaster
USA,Surfing related,"Riviera Beach, Palm Beach County",Unknown,Unknown,Shark involvement not confirmed,Invalid
NEW ZEALAND,Fishing related,Otago Harbor,M,Yes,"White shark, 4.3 m [14'], (tooth fragment recovered)",Unprovoked
USA,Other,Half mile north of Juno Beach Pier,Unknown,No,a small hammerhead shark,Unprovoked
USA,Swimming related,Okaloosa County,M,No,,Unprovoked
FRENCH POLYNESIA,Swimming related,Tahiti,M,No,,Unprovoked
MALAYSIA,Other,Pulau Aur,Unknown,No,,Unprovoked
COLUMBIA,Fishing related,"Makuaka Caño, Taganga",M,No,2 m shark,Unprovoked
USA,Diving related,"Bodega Rock, Sonoma County",M,No,"White shark, 4 m [13'] ",Unprovoked
USA,Swimming related,Florida Keys,M,No,,Unprovoked
USA,Fishing related,"Stono Inlet, near Charleston, Charleston County",M,No,4m [13'] shark,Unprovoked
BAHAMAS,Swimming related,Children's Bay Cay near Rollerville,M,Yes,,Unprovoked
MEXICO,unknown,,M,Unknown,Not authenticated,Invalid
BAHAMAS,Fishing related,Spanish Wells ,M,No,1.5 m to 2 m [5' to 6.75'] Caribbean reef shark ,Unprovoked
USA,Other,"Mullet Key, Pinellas County",M,No,,Unprovoked
ENGLAND,unknown,,M,No,Blue shark,Unprovoked
TANZANIA,Other,,Unknown,Unknown,Shark involvement not confirmed,Invalid
PAPUA NEW GUINEA,Swimming related,,M,No,,Unprovoked
USA,Swimming related,"Fort Lauderdale, Broward County",M,Unknown,Shark involvement not confirmed,Invalid
USA,unknown,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",M,No,2.7 m [9'] silky shark,Unprovoked
AUSTRALIA,Diving related,South Coast,M,No,"Bronze whaler shark, 1.8 m [6'] ",Unprovoked
PAPUA NEW GUINEA,Swimming related,Orokolo Bay,M,Yes,,Unprovoked
AUSTRALIA,unknown,Stockton Bight,M,No,"""Blue whaler"" (Galeolamna)",Provoked
SOUTH AFRICA,Other,Richards Bay,M,No,1.5 m to 1.8m [5' to 6'] shark,Unprovoked
USA,Surfing related,"Jensen Beach, Martin County",M,No,,Unprovoked
USA,Swimming related,Florida Keys,M,Unknown,Invalid,Invalid
USA,Surfing related,Palm Beach County,M,No,,Unprovoked
AUSTRALIA,Swimming related,Swan River,F,No,,Unprovoked
NEW ZEALAND,Other,"Pilot Bay, Mt Maunganui ",F,No,3' shark,Provoked
AUSTRALIA,Fishing related,Cape Jervis,M,No,"Bronze whaler shark, 3 m [10'] ",Unprovoked
AUSTRALIA,unknown,Brunswick Heads,Unknown,No,,Unprovoked
MOZAMBIQUE,Diving related,,Unknown,No,,Unprovoked
PAPUA NEW GUINEA,Swimming related,Finschafen,Unknown,Yes,,Unprovoked
COSTA RICA,Swimming related,Parismina,M,Yes,,Unprovoked
USA,Diving related,"Key West, Monroe County",Unknown,Unknown,Questionable incident,Invalid
USA,Surfing related,"Jensen Beach, Martin County",Unknown,Unknown,Questionable incident,Invalid
SOUTH AFRICA,Surfing related,Mossel Bay,M,No,1.5 m to 1.8 m [5' to 6'] shark,Unprovoked
PAPUA NEW GUINEA,Fishing related,Port Moresby,M,Unknown,Questionable incident,Invalid
FIJI,unknown,,M,No,,Unprovoked
AUSTRALIA,Swimming related,"Cheviot Beach, Portsea, Port Phillip Bay",M,Yes,,Unprovoked
USA,unknown,,M,No,,Provoked
AUSTRALIA,Diving related,Wollongong,M,No,Grey nurse shark,Provoked
AUSTRALIA,unknown,Surfer's Paradise,M,No,Grey nurse shark,Unprovoked
FIJI,Diving related,,M,No,,Provoked
PHILIPPINES,Other,Off Sibuyan Island,Unknown,Yes,,Sea Disaster
SOUTH AFRICA,unknown,Brighton Beach,F,Unknown,Shark involvement prior to death was not confirmed,Invalid
MEXICO,Swimming related,Veracruz,Unknown,Yes,,Unprovoked
USA,Other,"McArthur Beach, Singer Island, Palm Beach Shores",M,No,small blacktip shark,Unprovoked
TONGA,Swimming related,,M,No,,Unprovoked
USA,Other,"Kailua Bay, O'ahu",M,Unknown,Shark involvement prior to death was not confirmed,Invalid
ITALY,Diving related,Brindisi,M,Unknown,2 m shark,Provoked
PAPUA NEW GUINEA,Diving related,,Unknown,Unknown,,Provoked
USA,Fishing related,"Key West, Monroe County",Unknown,No,,Unprovoked
PAPUA NEW GUINEA,Fishing related,Lambom Island,M,Yes,,Unprovoked
PAPUA NEW GUINEA,Fishing related,"Lamassa Island, 16 miles from Lambon Island",M,Yes,3.7 m [12'] shark,Unprovoked
USA,Other,Ventura,M,No,5' blue shark,Provoked
JAPAN,unknown,Sakaide,M,Yes,,Unprovoked
ITALY,Fishing related," Marinella Sarzana, La Spezia ",M,No,,Unprovoked
AUSTRALIA,Fishing related,Jurien Bay,M,Yes,White shark,Unprovoked
BERMUDA,Swimming related,Hamilton,F,No,,Unprovoked
COLUMBIA,unknown,,M,No,,Unprovoked
AUSTRALIA,Diving related,Jervis Bay,M,Unknown,Shark involvement prior to death was not confirmed,Invalid
USA,Fishing related,Near Key West,M,No,"Nurse shark, 106 cm, 28-lb, male ",Unprovoked
BAHAMAS,Other,Andros Island,M,No,1.5 m to 1.8 m [5' to 6'] sandbar shark,Unprovoked
SENEGAL,Other,Hann,M,No,1.8 m shark,Unprovoked
USA,Diving related,Florida Keys,M,No,,Unprovoked
TURKEY,Fishing related,Kucukada Island,M,Yes,,Unprovoked
USA,Surfing related,,M,Unknown,Questionable incident,Invalid
USA,Fishing related,"Key West, Monroe County",M,No,"Nurse shark, 1 m ",Provoked
ITALY,Fishing related,Stretto di Messina,M,No,"White shark, 4 to 5 m [13' to 16.5'] ",Provoked
AUSTRALIA,unknown,Outer Harbor,M,No,Bronze whaler shark,Provoked
AUSTRALIA,Other,Aquarium,M,No,Grey nurse shark,Provoked
UNITED KINGDOM,Fishing related,,M,No,,Provoked
NEW ZEALAND,Diving related,Leigh,M,No,,Provoked
SOUTH AFRICA,Fishing related,Paradise Reef,M,No,"White shark, 3 m [10'] ",Unprovoked
AUSTRALIA,Fishing related,Geelong,M,No,Grey nurse shark,Provoked
AUSTRALIA,Other,"Dover Heights, Sydney",Unknown,Unknown,Shark involvement prior to death was not confirmed,Invalid
NEW ZEALAND,Other,St. Kilda Beach,M,Yes,Thought to involve a white shark,Unprovoked
PAPUA NEW GUINEA,unknown,"Barawon Beach, near Rabaul",M,No,3.7 m [12'] shark,Unprovoked
MEXICO,Swimming related,Cabo Rojo,M,Yes,,Sea Disaster
SOUTH AFRICA,Fishing related,Melkbosstrand,Unknown,No,White shark or thresher shark,Watercraft
SOUTH AFRICA,Fishing related,Whittle Rock False Bay,M,No,2.1 m [7'] sandtiger shark,Provoked
MOZAMBIQUE,Swimming related,Xefina Island,M,No,,Unprovoked
AUSTRALIA,Other,Goolwa,M,No,"""sand shark""",Provoked
AUSTRALIA,Fishing related,"Piccaninny Point, 10 miles from Bicheno",M,No,2.1 m [7'] shark,Unprovoked
AUSTRALIA,Fishing related,South West Rocks,M,No,"Grey nurse shark, 1.5 m [5'] ",Provoked
AUSTRALIA,Fishing related,Trial Bay,M,No,"Grey nurse shark, 1.5 m [5']",Unprovoked
SINGAPORE,Swimming related,Singapore,M,No,,Unprovoked
AUSTRALIA,Fishing related,Coogee,M,No,1.8 m [6'] shark,Unprovoked
THAILAND,unknown,,Unknown,Unknown,,Unprovoked
PAPUA NEW GUINEA,Other,,F,Yes,3.7 m [12'] shark,Unprovoked
PAPUA NEW GUINEA,Swimming related,"Lamassa Island, 16 miles from Lambom Island",F,Yes,3.7 m [12'] shark,Unprovoked
PAPUA NEW GUINEA,Swimming related,"Mission Beach, Lambon Island, near Duke of York Islands",F,Yes,3.7 m [12'] shark,Unprovoked
AUSTRALIA,Diving related,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef",M,No,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Unprovoked
USA,Fishing related,50 miles NE of Honolulu,M,No,,Provoked
AUSTRALIA,Fishing related,"Little Beach Reef, Bremer Bay",M,Unknown,Invalid,Invalid
AUSTRALIA,Fishing related,Albany,M,Unknown,,Provoked
AUSTRALIA,Fishing related,Roe Reef off Rottnest Island,M,No,"Mako shark, 1.9 m [6.5'] ",Unprovoked
USA,Other,"Florida Keys, Monroe County",M,No,"Nurse shark, 2.5' ",Provoked
BAHAMAS,Diving related,Tongue of the Ocean,M,Unknown,Invalid,Invalid
AUSTRALIA,unknown,Darwin Harbour,M,No,,Watercraft
SOUTH AFRICA,Other,Durban,M,Unknown,Invalid,Invalid
BAHAMAS,Diving related,,F,No,,Unprovoked
NEW BRITAIN,Swimming related,"Butliwan Village, 15 miles north of Rabaul",F,Yes,A pack of 6 sharks,Unprovoked
NEW BRITAIN,Diving related,"Butliwan Village, 15 miles north of Rabaul",F,Yes,A pack of 6 sharks,Unprovoked
CROATIA,Swimming related,Bakar,M,Yes,White shark,Unprovoked
TAIWAN,Diving related,Ye Leow,M,No,1.5 m to 2.1 m  [5' to 7'] shark,Unprovoked
ITALY,Other,"Pulsano, near Taranto",M,No,"""small shark""",Unprovoked
USA,Fishing related,Fenwick Island,M,Unknown,Invalid,Invalid
USA,Swimming related,"Municipal Bathing area, Riviera Beach, Palm Beach County",M,No,Spinner or blacktip sharks,Unprovoked
USA,Diving related,"South Jetty, Galveston",M,No,Lemon shark or sandtiger shark,Unprovoked
USA,Other,"Folly Beach, Charleston County",M,No,4' shark,Provoked
USA,Fishing related,"Point Comfort, Calhoun County",M,No,,Unprovoked
TAIWAN,Swimming related,Tamsui Beach,M,Yes,,Unprovoked
PAPUA NEW GUINEA,Swimming related,Manus Island,F,Yes,,Unprovoked
USA,Diving related,"Key Biscayne, Miami, Dade County",M,Unknown,Invalid,Invalid
CARIBBEAN SEA,unknown,Between USA & Cuba,Unknown,No,,Watercraft
USA,Other,"Reeds Bay, Brigantine, Atlantic County",M,No,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Provoked
USA,Fishing related,"Ft. Lauderdale, Broward County",M,No,1.2 m [4'] hammerhead shark,Provoked
USA,Swimming related,Bolivar Peninsula,M,No,a small shark,Unprovoked
FRENCH POLYNESIA,Fishing related,Tahiti,M,No,,Provoked
AUSTRALIA,Other,Jervis Bay,M,Yes,,Sea Disaster
AUSTRALIA,Fishing related, Bellingen,M,No,1.8 m [6'] shark,Unprovoked
AUSTRALIA,Other,7 miles offshore on east coast of Australia,M,Yes,Believed white shark and other smaller species of sharks involved.,Sea Disaster
USA,Fishing related,"Fernandina Beach, Nassau County",M,Unknown,Invalid,Invalid
PHILIPPINES,Other,Off Cebu,M,Yes,,Sea Disaster
USA,Swimming related,,M,No,,Unprovoked
AUSTRALIA,Other,"Botany Bay, Sydney",M,No,,Sea Disaster
AUSTRALIA,Fishing related,Maroubra,Unknown,No,"Alleged to involve a White shark, 7.6 m [25'] ",Provoked
SUDAN,Boating related,,M,Yes,,Sea Disaster
AUSTRALIA,Swimming related,Coledale Beach,M,No,"White shark, 2.5 m [8.25'], an immature female, previously injured",Unprovoked
SOUTH AFRICA,Other,Strandfontein Beach,M,No,Copper shark,Provoked
INDONESIA,Other,Near Belawan,Unknown,Yes,,Sea Disaster
USA,Surfing related,"Pebble Beach, Cypress Point, Monterey County",M,No,"White shark, 3 m [10'] ",Unprovoked
AUSTRALIA,Fishing related,Bellambi,M,No,"Wobbegong shark, 5' ",Unprovoked
COLUMBIA,Other,Off Cartagena,Unknown,Yes,Shark involvement not confirmed,Sea Disaster
SOUTH AFRICA,Swimming related,Riet River,M,No,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Unprovoked
AUSTRALIA,Other,Woodman Point,M,No,76 cm [2.5'] carpet shark,Unprovoked
SOUTH AFRICA,Surfing related,Umkomaas,M,No,"1.8 m to 2 m [6' to 6'9""] shark",Unprovoked
NEW ZEALAND,Surfing related,"Oakura Beach, Taranaki",F,Yes,,Unprovoked
USA,Swimming related,"Hollywood, Broward County",M,No,Hammerhead shark,Unprovoked
USA,Other,"Huntington Beach, Orange County",F,Unknown,Shark involvement not confirmed,Invalid
AUSTRALIA,Fishing related,"Bathurst Reef, Rottnest Island",M,No,1.8 m [6'] carpet shark,Unprovoked
JOHNSTON ISLAND,Diving related,,M,No,Grey reef shark,Unprovoked
AUSTRALIA,Fishing related,Cape Jervis,Unknown,No,15' shark,Watercraft
AUSTRALIA,Fishing related,Near Brisbane,M,Yes,4.6 m [15'] shark,Provoked
PACIFIC OCEAN ,Other,Japanese fishing boat Taihei Maru No.10,M,No,,Unprovoked
PANAMA,Other,Golfo de los Mosquitos,Unknown,Unknown,Shark involvement not confirmed,Invalid
AUSTRALIA,Surfing related,Oak Beach,M,No,"Grey nurse shark, 2.4 m [8'] ",Unprovoked
